tokens,is_negative,is_book,Y,category
kudos note nowhere collective compiling beautifully illustrated insightful anthology essay global justice movement exploring wide_range struggle urban squat communty garden independent medium union organizing anti-war anti-biotech etc around_world argentina india palestine mexico south_africa united_state italy elsewhere `` everywhere '' inspirational mosaic story everday people working gender equality racial justice economic democracy environmental sustainability peace another informative book verso,0,1,0,books
mark quot one star quot since reviewing system would n't allow give quot zero star quot disappointed see someone supposedly educated would assume quot absent father culprit. quot see page 91-92 ever consider father want equal time child ren denied time former soon former wife convinced others father undeserving time imagine wife creates massive amount debt husband work two job pay bill begin extramarital relationship co-worker hide commission money husband leaf husband bill file divorce file custody order limit child 's time father file child support order get child support money even_though still paying bill accumulated considered joint debt n't want damage credit really quot culprit quot returned book amazon.com never read another book author,1,1,1,books
magic window american television 1939-1953 american popular_culture expert james von schilling professor english northampton community college provides scholarly presentation inherently fascinating story television became immensely popular attraction cultural force today electronic phenomenon 's first public appearance 1939 new_york world 's fair creation development landmark influential programming 1939 1953 television 's rapid proliferation point became integral part almost_every american household ever_since magic window meticulously detailed presentation especially recommended reading tv buff wanting learn history widespread widely beloved form mass-media magic window also commended attention student scholar field 20th_century american history american popular_culture communication amp medium study,0,1,0,books
richard preston 's cobra event scary outlook possibility biotechnological warfare though book concludes without mass destruction issue raise die simply spraying bleach quite easy ot believe book like could scare president clinton forcing analysis plausible issue current day corporation terrorism extremely relevant.i problem writing_style term fact bit disjointed gradually improved otherwise descriptive excellent,0,1,0,books
art lee 's book dispenses quot myth quot trout fishing present clear entertaining manner true enjoyment fly-fishing quot fishing dry fly trout river stream quot illustrates presentation reading water important looking like hardware store stream changing fly every two minute well_written intelligent book subject often shrouded quot match hatch quot mystery,0,1,0,books
marcus writes one_best book 2005 many unique idea honest evaluation concerning state animal agri-business effectiveness people wish improve life farm animal one thought-provoking book ever_read,0,1,0,books
awesome awesome book could_n't put 's great storytelling kid everyone relate really root guy ca_n't recommend_highly enough gave wife love even_though n't play card want_learn poker,0,1,0,books
heart last self-help book -- pearsall cite scientific evidence challenge call mcmorals self-potentialism unsubstantiated prescription program guarantee guru define pursuit good life therefore book becomes newest contribution realistic psychology movement contrast superficial happy-ism positive_psychology movement possibly_best realistic psychology book real people since positive power negative thinking beyond psychology philosophically inclined might add myth sisyphus recommended demonstrating psychologist realistic,0,1,0,books
'm genius rf engineering come_across lot good microwave engineering book one point work entirely rf engineer every person showed book shuddered began spouting profanity although book start simply enough chapter tend give brief overview material real trouble start try work problem end_chapter solid example clear explanation proceed found referring rf textbook support.i doubt borderline genius book make perfect sense ... u le genius personality type keep looking book still,1,1,1,books
wonderful book writer reader alike turn edifying hilarious 's filled kind useful quirky information thought book part speech would hard_put edifying engaging plain fun_read,0,1,0,books
team certtest training really hit bull 's eye much_needed comprehensive study guide information system auditor guide unique bridge gap two primary group entrant information system auditing arena traditional auditor book translates risk/control discipline traditional audit information technology environment typical auditor identify control without average savvy person nuts-and-bolts techie guide help reengineer thinking process control awareness identification.the guide eight chapter chapter 2 8 cover syllabus cisa exam brief overview evaluation chapter.chapter 1 secret successful auditorthis chapter must_read existing wanna-be system auditor provides overview audit standard simple term almost audience give overview professional requirement skill set auditing environment project_management tone chapter motivating encouraging auditor like u tell life story wanna-be recruitment effort chapter characterizes author combined year experience good appetizer.chapter 2 audit processarmed knowledge secret successful auditor chapter 1 ready delve main course chapter 2 welcome flow diagram audit process provides step_step explanation risk-based audit plan conduct audit using applicable standard guideline best_practice author provide precise definition terminology auditor independence could over-emphasized chapter exam candidate question independence based judgement chapter ensures reader grasp concept apply exam question course real_life situations.chapter 3 governancewith respect governance area characterized ambiguity since 's inception author tried explain overall concept successfully glitch cisa internationally acclaimed qualification expected governance example itil infrastructure library included reader europe corner world relate somehow however enjoyed illustration performance measurement section scoring capability maturity modeling author explanation business process engineering business impact analysis favorite area excellent purpose exam believe section adequately written.chapter 4 networking technologyfor techie first page may either boring good refresher however rest chapter author made conscientious effort bridge functionality audit/security control techie candidate traditional auditor first page chapter provide_good foundation information technology concept mush like 101 course would assuming exposure terminology understand difference `` bite '' hamburger byte computer david 's group even throw excellent mnemonic use exam section make professional hacker assist passing exam.chapter 5 system infrastructure life cycle managementi impressed author experience performing sdlc type review portrayed chapter 5. methodology adequately explained real_life example tip provided brought life subject area good exam material well good reference material.chapter 6 service delivery supportthis also excellent section section good resource understanding reviewing operation management excellent illustration explanation scorecard sla metric problem management.chapter 7 protection information assetsthe beginning chapter seems cism study guide however lay ground work cisa candidate appreciate thin often fuzzy demarcation network security audit cisa 's security professional relevant result plethora new regulation pertaining privacy hipaa gramm-leach-bliley act passed usa law passed europe part world section rich information definate benefit cisa candidate.chapter 8 business continuity disaster recoveryin light recent natural contrived disaster terrorist strike cyberwarfare flood around nation rest_world topic chapter gaining importance day able put hot issue 30 page without compromising content coverage author perform miracle author justice area audit professional utilize information within exam and/or reference material auditor called upon review disaster recovery business continuity initiative ensure corporate survival.after reviewing book ready take exam realized already passed exam age ago book surely excellent refresher vow keep arsenal references.sam arthur cpa cisa cism cissp director information technology assurance control thompson cobb bazilio associate national certified public accounting consulting firm headquartered washington dc sam formerly co-chair education research isaca national chapter coordinator chapter coordinator cism also co-chairs committee cisa/cism review course sam review publication information technology audit security also written several article field,0,1,0,books
ancient history seldom fascinating alive told suetonius describes dramatic life twelve caesar strongly recommended much student history people want understand surreal effect massive concentration power upon human character,0,1,0,books
family experience became numb world made process finding solution difficult could_n't even find starting_point recovery book fantastic source enlightenment name specifically varying facet shame cause depression helped really put finger wrestling give `` to-do '' list therapy n't think book help actually recover definitely give specific plan action greater understanding unhealthy behavior perpetuate generation believe talk therapy way successful recovery recognize unhealthy behavior n't notice thankfully professional therapist truly `` safe place '' reveal secret tied 'd_recommend book people felt numb like need way regain clarity courage face darkest fear realize worth hundred time pain order feel genuinely happy,0,1,0,books
shut away hotel room la_vega window blacked tv six aide connection outside world howard hughes rule world mind.during late 1960_'s early 1970_'s hughes n't seen public almost ten_year life life total recluse `` germ free '' prison built naked bathing maybe twice year hair backside beard navel eating maybe day storing urine mason jar hughes writes memo mormon aide detailing among_thing `` sterilize '' canned fruit served despite fact hotel room n't cleaned year also scheme plan make vega image including way allow people world phone bookie place bet win big.howard hughes final year lived self considered perfect man megalomaniac shoot enough drug kill horse writes order legal pad instead picking phone showing board meeting person `` dating game '' example hughes poised buy american broadcasting company abc deal dy le thirty minute due racist tendency fear hatred tune `` dating game '' see black man choose date hughes thought two black_woman one `` white '' woman man chooses `` white '' woman fact white actually light skinned black_woman n't matter hughes bizarre fear deal off.in conclusion ... wacky story genius became afraid world `` tried '' control tv henchman,0,1,0,books
'm athletic director bought book series coach athlete 're best conditioned team conference give_u edge sport especially golf since many golfer dont work-out,0,1,0,books
book reminded great christian classic bunyan pilgrim 's progress armed scroll word god young squire must slay dragon rescue lantern kingdom scroll light path sword slay dragon tool see clearly darkest time others pursued treasure world young squire held fast treasure god 's word victorious quest book based one_favorite verse scripture psalm 119:9 `` young_man keep way pure living according word '' highly_recommended especially young elementary aged boy,0,1,0,books
wow pleasantly_surprised find collection how-to 's reinvention accessible worked david osborne knew ton good information book concerned could made useful david pete found format work,0,1,0,books
book written currently involved search ownership rental property chapter dedicated acquiring rental property cover financing loan various type mortgage loan type finance look pre-purchase inspection chapter also stress importance finding right real_estate agent lawyer accountant financial advisor also_included purchase book cd-rom featuring pre-written form agreement letter legal notice sample document also_included book tenant information letter rental agreement violation letter legal document often intimidating difficult understand one reading found inclusion document allowed review research understand document pace information presented book allow rental property manager become pro-active rather reactive preventing small problem becoming sticky situation recommend_book anyone involved rental property management industry interested simplifying streamlining business,0,1,0,books
information age rather information overload age people handle information overload seeking expert publishing information product help make expert expert benefit selling information product perhaps giving away help establish expertise lead better work.i often blog blogger repackage information information product like book ebooks special report audio cd etc stephanie chandler 's recent book great pretty thorough overview information product -- creating marketing 'll recommending many people.i know topic pretty well aided several client producing marketing info product book simply full solid advice 'm_sure could made better written 's usually easy offer constructive criticism hindsight certainly learned thing book nice organization flow.i particularly_liked infopreneur profile perhaps part know several personally great choice make one criticism would amount coverage traditional book `` original '' info product best establish one `` expert,0,1,0,books
book tell_story greatest biographical masterpiece english language course learn appreciate skill dedication persistence great art boswell sisman 's description boswell wrote life `` story boswell 's life wrote epic life johnson epic process boswell experienced extraordinary degree exhilaration depression pride humiliation confidence doubt satisfaction hurt loneliness disillusionment grief '' man great ambition boswell little show effort time johnson 's death writing biography `` last hope achieving anything worthwhile `` boswell great diligence careful noting word great friend artful reshaping much heard willingness tell simply virtue fault ability present whole man succeeded giving world picture great cham attracts move u day gruff easily made irritable capable incredible kindness always fierce fast remark tremendously knowledgeable loyal friend master maker dictionary johnson presented boswell fully rounded character sisman give background life two giant english literature focus boswell 's preparation work ongoing method execution reveals detail way one great masterpiece world- literature made someone often derided time,0,1,0,books
returned conference sydney mr friedman keynote speaker mr friedman one leading strategist world_today area channel strategy recently read book channel advantage excellent although introductory nature address virtually every issue today 's channel manager executive encounter smaller company use book develop clear sense big picture growing business larger company chapter channel integration economics prove useful,0,1,0,books
author blogging business shel holtz ted demopoulous excellent_job standardizing process blogging creating book 'd_like refer `blogging bible anyone participating blogging experience buzz blogging taken holtz demopoulous great_job simplifying entire blogging process fact subhead book great summary `` everything need_know care '' 'm_glad first book read subject blogging holtz demopoulous wonderful_job describing business benefit blogging radar screen first couple chapter book cover blogging basic anyone_interested knowledgeable matter blogging understand getting benefits.in way book serf instruction manual set blog go nice detail various service function available able set personal blog following chapter 8 `` create blog step-by-step '' mentioned earlier definitely book 've referred back encounter anything new confusing blogging world 're in.three last four chapter focused topic promoting measuring result blog based personal_experience blog would focus time reading re-reading chapter holtz demopoulous mention throughout book biggest challenge blogging getting noticed others understanding `behind scene process promoting blog.blogs podcasts vlogs video blog form `new medium definitely_worth consideration especially business perspective blogging business great starting_point anyone_interested curious learn new influential world,0,1,0,books
clear_concise well-written book alland provides reader measured thoughtful compelling critique historical contemporary theory supposed genetic basis group i.e. racial difference social achievement intelligence alland begin providing reader refreshingly accessible treatment evolutionary theory mendelian genetics relevance current discussion social construction race professor cultural anthropology also substantive training physical anthropology alland able problematize taken-for-granted assumption reify naturalize racial category recourse faulty understanding natural selection heritability speciation convincing explanation race `` flawed concept '' help ground critique usage biased scientific pseudo-scientific study like carlton coon arthur jensen cyril burt leonard jeffries j. p. rushton others purport 'prove statistically significant difference intelligence racial group burt iq grouping class-based ii difference due genetic environmental factor careful reading highly publicized study epistemological presupposition political bias methodological flaw alland undeniably show attempt operationalizing geneticizing racializing intelligence say political interest scientist anything_else make book useful advised colleague think including course anthropology race alland able show linkage among seemingly disparate sphere afrocentricism social constructionism genetics evolutionary psychology physical anthropology linguistic ideology archeology fossil-naming biological determinism culture poverty argument sociobiology even census-categorization alland illustrates fields/spheres role play international drama irrational racial thinking moreover alland take scientist theory seriously enough carefully delineate environmental explanation still offer compelling way understand group difference social performance,0,1,0,books
jonathan culler done marvelous job writing exactly title promise unlike short intro book like foucault one culler understands people reading book novice literary theory need walked concept condescending way part problem major scholar write short introduction field know much often hard remember little everyone_else know culler rare author seem problem never lost me.my favorite thing book first section talk theory general answer_question `` theory '' 've confused theory term 've_heard deconstruction foucault derrida postmodernism etc_etc etc blah_blah blah feel_like n't understand category theory n't understand literary theory interacts type theory major thinker whole movement book like none 've_ever seen set straight.the rest book great though question marginalization discussion different school theory sticking appendix give chapter,0,1,0,books
james stewart best business writer working today reading one book whether disneywar den theives 's hard read narrative journalism book written convincing understandable way enron expose seem dry comparison 'm nonfiction reader disneywar held attention way remember detail anecdote even full year read,0,1,0,books
book excellent filled quick tip help parent survive school year book must-have parent child elementary middle_school help reader understand educational process little thing help child successful,0,1,0,books
sherlock holmes fan found bookvery interesting entertaining,0,1,0,books
favorite short_story michael mcdowell 's `` halley 's passing '' serial_killer much appears perhaps better known screenplay mcdowell masterful author horror novel gothic tradition including blackwater series stand collectively classic genre passed_away 1999 leaving behind unfinished manuscript candle burning penultimate novel.tabitha king wife stephen_king author number novel well publication book occurs result king 's relationship mcdowell family given mcdowell 's manuscript asked complete work king quite front novel -- 's tell_u story mcdowell set write disappoint though tale infused southern gothic tradition strategic strand horror interwoven foundation tapestry.it said every southern family mean streak madness run deep long candle burning take truism run family mean carroll family whose lineage intersects `` no-account '' dakins family roberta ann carroll marries joe cane dakin method madness joe cane one richest men 1950s alabama owner string highly successful ford auto dealership dakin 's success indirectly lead downfall accompanied wife two child calley ford dakin attends auto dealer convention new_orleans murdered gruesome fashion family quickly find bereft destitute none calley father 's favorite even mother seems constantly resent her.after leaving ford mother roberta take calley reside enigmatic resort home pensacola beach one tie calley 's past heritage king 's prose pacing first rate one transported time place longer exist -- south mid-20th century -- insanity dance shadow sight candle burning deal surface calley 's coming_age adolescent turbulence roiling heart truth -- dakin 's death calley 's birthright -- revealed end help unexpected source king 's triptych opposed final destination make book worth reading.ultimately candle burning somewhat reminiscent peter straub 's earlier work focus horror even necessarily supernatural though latter present characterization sharp importantly finish book truly miss calley -- much may well read finely crafted work -- reviewed joe hartlaub,0,1,0,books
clarify english conrad 's third language polish french preceded,0,1,0,books
loved book made think mother grew irish new_york city 20 's 30 's gave read also found touching close home thankyou jackie french koller writing book,0,1,0,books
pro con merging money finance handling in-law problem etiquette considering chore basic daily living pre-nuptial guide would-be newlywed well wedding day checklist quiz worksheet designed spark dialogue newlywed help outline newfound obligation married life important key building strong foundation shared responsibility 'll make wonderful gift newlywed.diane c. donovancalifornia bookwatc,0,1,0,books
unusual conan novel carried hyborian world robert e. howard author unlike_many conan writer really know stuff obviously great respect old weird tale pulp adventure action packed saga feature several sorcerors including one attractive female stalking killer zombie band stygian outlaw end spectacular carven palace similar petra truly heighth adventure conan face terrible cthulhu monster giant grim idol nyarlathotep sake unthinkable emerald lotus plant drug came star age past give user unlimited magic power inescapably deadly addiction hocking crafted tale pulse-pounding excitement fascinating narrative highly_recommended,0,1,0,books
wonderful book child parent enjoy 5-year-old daughter look book frequently excellent bedtime_story,0,1,0,books
n't_waste time getting bed rock reality praying clearly open many door understanding god given promised.god helped write one,0,1,0,books
sure spot slow detailed however rest book make amazed future technology discus technology discussed press much reality laser engine drive optical storage nano technology believable fact surprised hear another news report new technology buzz wrote 1977,0,1,0,books
'm chinese girl 'm eleven year_old like garfield humorous like eat read book always laughing hope lot garfield 's book bought china,0,1,0,books
one coolest thing kelly link 's story give enough detail form picture everything every story leaf definite picture head stick long_time,0,1,0,books
stiff upper lip brit transplanted british journalist alistair cooke studied america 's ivy league university returned america bbc correspondent seems deeply affected impressed saw stayed became citizen little man small cracker-barrel anecdote represented collective spirit country alistair cooke 's fascination common man 's philosophy captured spirit simply eloquently writing simple eloquent approach addressed exposed heart feeling people drove great country higher aspiration human experience wrote observation examination civil_war capture fervent feeling american held morally right_wrong yet end struggle common purpose people deter find destiny land spirit never died cooke seems capture explore explain eloquent word,0,1,0,books
book get far whether family kept excellent family record discus address difficulty african_american face tracing family history provides many tip resource obtaining family information,0,1,0,books
uncertain 'd_like book like unusual story `` player '' gay man n't sound unique however surprised strong story interesting twist well-hewn character progession.we see tony romero 's life casanova hunt o.o.d object desire bag tire 's feasted enough modus operandi particularly sharp -- using artistic ability flirting carefully calculated system land `em every_time tony changing slowly begin see 's people wacky family himself.it almost seems_like contrivance tony mexican grandmother danish mother got stranded mother-in-law black brother cleve peter `` stepfather '' house mixture language change racing dog ca_n't explain 'll read 's endearing funny.each tony 's ex 's colorful different shed_light tony operates often-messy result particularly interesting tom bike messenger ride edge raw emotion clever method revenge tom 's toothbrush trick one many inventive funny surprise fill book.while plot who-shot-tony mildly worried immersed tony 's activity reflection past novel higher_level writing gay novel today 's even sort shame publisher promotes gay romance novel 's much,0,1,0,books
peter gay need introduction still feel work need lauded manages achieve provides exhaustively detailed socio-cultural account enlightenment enjoyable informative main slant work namely 18th_century enlightenment reprisal/continuation/adoration classical hence pagan culture coherent function solid structure work highly_recommended,0,1,0,books
excellent book 're pregnant use pregnancy journal enjoy however waiting baby much journal recording meaningful entry pregnancy journal great day day information recording weight waist size mood weekly recording much anything deeper waiting baby room everything even prompt write thing might thought thing would change could would add ulrasound page think 2 page ultrasound 4 already 25 week doctor 's visit section record anything might missed ultrasounds.i 'd definately buy gift anyone knew pregnant 'd sure would enjoy much,0,1,0,books
love cartoon history decidedly feminist perspective thorough treatment bible -- warped monty python still accurate got genesis screenplay `` pericles '' page aspasia pericles `` could ambitious woman day could associate powerful men ... aspasia met pericles ... bwowm '' schwing,0,1,0,books
probably one_best programming book 've_ever read interesting way time teach important programming concept many example wo_n't bored book demonstrates good writing skill great way teach someone program use game programming,0,1,0,books
could_n't put think really set reader better_understanding iran 20th_century thing gotten hand 26 year ordeal ended,0,1,0,books
book date information informative reader friendly explains cause mental_illness addiction phobia anxiety earth explanation take guilt disorder disability addiction distancing self blame enables action change,0,1,0,books
weart 's nuclear fear offer history nuclear energy viewed lens popular mythology discussing image fear fantasy old humanity shaped public expert perception atomic age history nuclear energy charged strongly-held conviction value-laden analysis amid conflagration 's reassuring find account approach issue unique fascinating perspective even-handed way weart delivers count staying course reasoned analysis dispassionate demanded account must necessarily dive elbow deep discussion subjective human values.i specific fascination representation nuclear technology popular_culture capacity book everything could hoped secondary source nuclear history precious scholarly discussion avenue powerful psychological image manifested wider cultural context definitive account one could ask better weart's.this book 's shortcoming one author ca_n't blamed publication date end cold_war fall soviet union add yet_another dimension discussion nuclear fear alive well today doubt taken interesting twist_turn since late 80s.this must-read student nuclear energy weaponry offer fresh perspective history subject 's political scientific component well-explored weart make compelling case avenue mean exhaustive,0,1,0,books
purchased book early 2003 agreed reviews.however read really show lot stuff outdated certainly requires updating.especially new trend like six sigma compliance innovative technology solution,1,1,1,books
marvelous instructive memoir ms. keyserling 's many_year active politics south carolina battled long odds deeply conservative state able accomplish much 16_year state legislature early important ally former sc governor current secretary education richard riley one leader helped pas progressive educational reform improved state 's educational standing performance overcome much fight 'good fight progressive environmental law energy conservation regulation nuclear solid waste promotion art forward richard riley glowing recommendation novelist pat conroy former u.s. senator nacy kassebaum baker columnist david broder long_time member league woman voter group instrumental political battle enjoyed book found useful enlightening jm,0,1,0,books
doubt mr. wolfe brilliant writer found saying_`` yes know exactly feel '' suspect alone regard biggest drawback reason assign four start sensation mining greatness mean long stretch throughout book found tedious advice plough ahead assure section speak reader good wolfe 's death young age loss u,0,1,0,books
book great resource graduate_student political science major american politics,0,1,0,books
wife found lot great help book detailed enough academic mind honest enough helpful difficult time staightforward enough understandable showed therapist liked enough include list resource others lymphedema highly_recommend,0,1,0,books
originally bought book 4 7_year old begun telling really bad made knock-knock joke loved people actually started laughing joke younger son 5_year old memorized book seeing picture `` read '' show tell pre-school classmate thought hysterical book would make great gift,0,1,0,books
always latest compilation annual science_fiction anthology remains one great anthology current entry top rate part thirty contribution superb tale 's genre especially fascinating paul mcauley 's creative entry `` two dick '' philip k. dick writes mainstream fiction meet richard nixon story well_written gardner dozier score selection run gamut alternative realty artificial intelligence `` animal '' intelligence worm way reader 's mind introduction mr. dozier provides `` summation '' trend year summarized `` stable '' science_fiction fan appreciate short devour must reading life title.harriet klausner,0,1,0,books
good reading present good review culture strength weakness religion play forming,0,1,0,books
author doubt know investment analysis unfortunately n't communicate information well frequently happens phd 's forget writing student phd 's bought book senior level finance course required complete major finance even prof. started course `` textbook difficult read follow note ok '' good endorsement textbook completing course searching another text subject keep reference even lecture book 's explinations topic difficult follow,1,1,1,books
ever_since delusional friend told would impressed female eunuch wondered greer seems attract much admiration read book attempting discover attraction gave dreadful daddy hardly knew ye would_suggest reader want_see best read appropriately named mad woman 's underclothes earlier essay witty incisive clever quality deteriorate book go least insight people admire read biography hoping understand greer 's admirer still n't perhaps n't wallace 's fault.it always difficult ascertain accurate biographical material unless lot compared therefore say christine wallace accurate insightful say reading greer 's work make biography plausible actually trifle surprised reviewer described wallace hostile thought kinder greer deserved sometimes subject come_across poorly flaw biographer 's wallace actually admired number thing greer think female eunuch powerful book even think greer cashing time admires defiance convention college day remark intelligence creativity talent acting.as charge greer hypocritical inconsistent tell wildly variant version life suggest reader consult greer 's work thought rather warped mother-blaming conviction society 'll call western-industrial child loved well treated bad mother mrs. greer extremely abusive probably mental ill according daughter 's writing wallace say greer denies abused greer want woman western-industrial culture make spectacle particularly sexual spectacle admiring modesty traditional cultures.greer woman female eunuch admired close-knit italian family life wanted buy farm leave child ren raised italy tenant continued live sophisticated life england denied read book n't_seem care live conviction suppose would living arranged marriage beloved india wondered believe daddy hardly knew ye australian thought n't like guess would read earlier book case made many point greer raise taken altogether incoherent.i n't sympathize greer 's claim book invaded privacy even public person moral legal right withdraw privacy wallace like papparazzi muscling way case wallace relied greer 's writing interview public comment 's invasion privacy comment public material interview people chiefly subject greer made public greer sent book world trying live otherwise retired life gone great length make provocative public figure participate brawl excuse marketplace idea accept right others respond,0,1,0,books
book wonderful 'm energized reading accessible information basis yoga chapter ahimsa incredible helped go_back veganism struggle past couple_year 've reminded mindful faced opportunity make choice many thing including food hope meet two wonderful people someday,0,1,0,books
teaching art based literature added book art library illustration wonderful perfect class african art working chalk text lively illustration kid love three animal character,0,1,0,books
book useful resource health provider involved care type 1 dm patient author extensive personal_experience adequately distilled clear way many table graph useful everyday practice well patient education found reference impressive book valuable addition medical reference library spanish version would helpful non-english speaking patient md's.aurelio rios-vaca mdfacultad de medicinauniversidad autonoma de baja californiamexicali bcmexic,0,1,0,books
teach graduate level research course reviewed book publisher many error book even begin list could practicality use book student multiple theoretical conceptual error another_reviewer suggested graduate_student get book helpful professor would agree many text much_better job discussing action research practical precise make relevant connection practice offer theoretical conceptual accuracy,1,1,1,books
wonderful book father david anderson episcopal priest buck county pa written book spiritually uplifting enjoyable read religious non-religious alike element buddahism well benedictine franciscan spirituality seeing wonder spirit god daily grind live day highly_recommended,0,1,0,books
whether child parent first_time coach prior knowledge book perfect introduction child 's soccer add league specific develop technically go first must_read,0,1,0,books
believe book would worth_price pamphlet alignment point excellent_job explaining process shadetree mechanic explains detail step_step measure set four wheel alignment well check chassis square able set camber toe four wheel using simple tool bought camber guage racer wholesale confirm setting need mason string fishing line jack carpenter tape measurer patience follow direction measure extreme exactness rest book excellent reading especially 70_'s hot rodding sport car modification handy reference come shelf quite often,0,1,0,books
struggling short game pitch green followed another pitch green maybe even third good measure frustrated decided something sat started_reading book next_day golfed pitching improved dramatically simple instruction stance swing grip helped tremendously first thing found quick fix ten_year playing maddening sport pitching game already good maybe n't need drive crazy like mine get read,0,1,0,books
fun way get exercise day especially busy professional running around day true 'couch potato,0,1,0,books
word needed review book simply put every american copy home based original pen ink edition random house 1987 edition painted illustrated entirely sam fink creating beautifully crafted full color masterpiece.this one book must_read gain intimate complete knowledge book entire_family one must never_forget,0,1,0,books
plot `` plot '' although plot sometimes seems bit beside point alexander mccall smith novel latest sunday philosophy club novel isabel dalhousie struggling feeling younger friend jamie ethical question relationship raise find wondering relationship two relative stranger wealthy american tom bruce younger possibly gold-digging fiancee angie find welcomed fascinating mind isabel work romantic practical dilemma n't like first book series much like book 1 lady detective agency series however 've liked subsequent entry better one_best yet cavil novel 's isabel 's thought romantic interest -- somewhat irresponsible action -- n't quite ring true mature worldly woman reservation m.c beaton 's heroine agatha raisin beaton woman wo_n't attribute feeling smith 's man writing woman 's point-of-view perhaps 'm hard-headed -hearted realist reader believe love turn woman misty-eyed romantic.regardless doubt still highly_recommend book smith 's book 's journey,0,1,0,books
read book first published 1961. loved story still re-read every couple_year sheer pleasure one point time two copy kept loaning people also became devoted fan pilot ever_wanted one came close reading book even since considerably downsizing library upon retirement remains permanent fixture shelf urge everyone read book least discover enjoyment great storytelling,0,1,0,books
quot park people quot exquisite work scholarship 've_read much park nothing approach depth knowledge insight contained extraordinary book 's provocative exciting extremely_well written downright readable learned something new every_page simply could_put,0,1,0,books
book give step eliminate many common type pain headache back pain arthritis neuropathic pain abdominal pain carpal tunnel etc. pleased see emphasis sleep dealing hormonal issue nutrition.i 'd never thought something like ginger reducing arthritis inflammation added number food even make tea curry powder tumeric cherry extract pain relieving herbal author say take six week natural remedy build system job,0,1,0,books
pullman case well_written account american railway union strike despite seemingly dry material author manages concise make otherwise bland event quite entertaining highly_recommend book gaining appreciation historical underpinnings battle labor capital america,0,1,0,books
danielle olivier follmi created several book absolutely_love wonderful photograph thoughtful quote variety thinker every_page follmis reveal beauty genius humanity sometimes lose sight much medium obscures already owned `` offering buddhist wisdom every_day '' `` wisdom thought indian master '' `` origin african wisdom every_day '' `` revelation latin american wisdom every_day '' follmis created extraordinary compilation image idea learn delight rest life 've also provided another gift idea next round birthday occasion enjoy passing book along others.i hope people medium start giving photographer publicity deserve maybe oprah winfrey consider book club amazon customer review treasures.i n't word book justice feel_like find way classroom coffee_table nightstands people world would joyful respectful insightful place `` revelation '' quote variety source including octavio paz violeta parra paulo coelho pablo neruda popol vuh various oral tradition one quote carlos fuentes `` recognize humanity others shall recognize '' 's `` revelation '' follmi 's book masterfully help_u recognize common humanity remember holy part nature.i ca_n't imagine greater gift share,0,1,0,books
fritz stern written personal objective account transformation one important country culture world experience highly qualified cultivated family relation considering suffered result transformation germany five harrowing experience today solid founding member eu one admire capacity relate personal_experience almost living part experience,0,1,0,books
trully enjoyed book picked could_put never realized hard work effort taken bring u mahogony life indian rule quot patrones quot conquistador slavery legal mexico instead life long debt incurred keep peasant supressed deprived freedom,0,1,0,books
love travel book loved perfectly idiotic passion ever_since kid seldovia read royal road romance richard halliburton climbed matterhorn worked tramp steamer suez canal battled cobra india boarded pirate south china sea incapable walking linder 's beach looking way cook inlet fell gulf alaska without wondering else could get set sail horizon.richard halliburton taught best travel book written someone wish waited come englishman irish descent pete mccarthy descends upon island ireland rule travel eighth rule never pas bar name never never passing bar among_thing climb croagh patrick go medival purgatory think mostly n't never wanted go ireland n't read book stopping,0,1,0,books
korea tragedy make great tragedy many men died suffered due incompetence ego men like douglas mcarthur rarely ever fire understood big picture throwing men yet real success sort korean want u -- unlike vietnam -- succeed keeping half korea free democratic country unlike vietnam bothered listen help objective highly compatible definable achievable precisely wanted free force arm free free real weapon force arm mean one mean get book give highly factual accurate riveting account stake world korea u japan etc show important action individual omission e.g. mcarthur 's weak g-2 commission matt ridgway 's real leadership men mcarthur 's dismissal outcome history landing inchon probably luckiest landing history made mcarthur look good key eventually happened read amazed poor intelligence poorly equipped way weaponry clothing men nieve many commander mcarthur greatly limited ability use tank heavy artillary korea rugged tough mountainess country rolling hill wwii european mainland korea perfect ambushing massacring larger force want inspiring heart wrenching truth korea told highly readable book one lover attempt write accurate history i.e. complete factual rendering key party feeling action philosophy involved,0,1,0,books
julie powell produced worthy five-star entry comedic memoir genre julie julia year cooking dangerously tell_story talented 29-year-old secretary originally would-be actress whose life seems passed unearths mother 's worn copy volume julia child 's mastering art french cooking heroine term mtaofc .julie 's plan simple well sort cook way volume mtaofc year 's time shopping ingredient work cooking new meal nightly blogging result morning anyone lived new_york tell plan complication live long island city queeens commuting job lower manhattan neither neighborhood heavy elite butchery market 's like `` best korean place corner '' julie 's daily commute dreary 45-minute slog hellishly overcrowded subway system julie 's kitchen particularly well-equipped task -- grimy rickety would apt.so julie powell indeed embarked year cooking dangerously happily hilariously add setting eccentric -- endearing -- friend plumbing problem citywide blackout dustballs pet cat n't end pot perfectionist mother make ample use `` f '' word kind-hearted long-suffering husband 've_got perfect read before-bed plane trip beach rainy afternoons.that ms. powell find measure fame perhaps fortune end year julia child fitting deeper message undertake project captivates -- crazy one wo_n't let_go living passion open unexpected door,0,1,0,books
